ticket_id,title,description,priority,status,component,reporter,assignee,environment,sdlc_phase,created_date,resolved_date,time_spent_minutes,browser,os
JIRA-2986,CSS broken on Safari browser,Bug found in payment module.,MEDIUM,In Progress,Database,product@company.com,,staging,Dev,1733407260.0,N/A,,Firefox,Windows 10
JIRA-1935,Form validation bypassed on submit,Bug found in db module.,P1,Verified,API,qa.team@company.com,product@company.com,STAGE,Deployment,17-Oct-2024 15:43:00,11/07/2024,1 day,IE,
JIRA-1828,Timezone conversion incorrect,Bug found in dashboard module.,HIGH,In Progress,Database,,dev.lead@company.com,prod,Development,,Not Yet,-1,Edge,Windows 10
JIRA-1006,Memory leak in background service,Bug found in auth module.,Medium,Resolved,PAYMENT,qa.team@company.com,,dev,Requirements,06/09/2024 15:47,N/A,N/A,,Windows 10
JIRA-1654,Export to CSV produces empty file,Bug found in dashboard module.,P3,Complete,PAYMENT,john.doe@company.com,UNKNOWN,QA,requirements,20-May-2024 02:21:00,N/A,-1,Safari,Android
JIRA-2008,Session timeout too short,Bug found in auth module.,Trivial,REOPENED,Dashboard,john.doe@company.com,dev.lead@company.com,PROD,Dev,,,,chrome,Win10
JIRA-1145,Password reset link expired instantly,Bug found in api module.,P2,TODO,,jane.smith@company.com,,Staging,QA,,2024-12-13 22:22:00,N/A,,Mac
JIRA-1896,Password reset link expired instantly,Bug found in db module.,P2,Closed,PAYMENT,qa.team@company.com,product@company.com,prod,QA,INVALID_DATE,08/10/2024,32.1,chrome,Win10
JIRA-2508,Email notifications not being sent,Bug found in payment module.,Low,Fixed,UI,UNKNOWN,jane.smith@company.com,production,Maintenance,,N/A,11.7,chrome,Android
JIRA-1462,Chart rendering fails with large datasets,Bug found in auth module.,P1,TODO,Payment,,UNKNOWN,Production,Requirements,,02/24/2024,0,chrome,Mac
JIRA-2498,Login button not responding on mobile,Bug found in auth module.,P3,IN_PROGRESS,Notifications,,john.doe@company.com,Production,Dev,2024-09-12 16:39:00,,15.9,chrome,macOS
JIRA-2685,CSS broken on Safari browser,Bug found in db module.,P0,REOPENED,EMAIL,product@company.com,,stg,Deployment,,05/04/2024,12.2,IE,Android
JIRA-1317,Password reset link expired instantly,Bug found in auth module.,P0,InProgress,Database,,product@company.com,DEV,DESIGN,1706208120.0,,223,IE,Win10
JIRA-2772,API rate limiter not working,Bug found in auth module.,High,Reopened,Database,,jane.smith@company.com,production,Development,10/22/2024 10:04,,N/A,Edge,macOS
JIRA-2688,Payment gateway returns 500 error,Bug found in payment module.,Low,InProgress,Dashboard,,,PROD,Design,1704688320.0,2024-01-26 09:02:00,2 hours,IE,macOS
JIRA-2220,Memory leak in background service,Bug found in dashboard module.,MEDIUM,Complete,notification-service,qa.team@company.com,dev.lead@company.com,stg,DESIGN,27-Dec-2024 08:57:00,N/A,0,Firefox,macOS
JIRA-1542,API rate limiter not working,Bug found in auth module.,Blocker,Reopened,notification-service,,john.doe@company.com,UAT,,10-Feb-2024 12:43:00,2024-03-04 07:43:00,,chrome,Win10
JIRA-1304,CSS broken on Safari browser,Bug found in dashboard module.,CRITICAL,IN_PROGRESS,api-gateway,qa.team@company.com,dev.lead@company.com,,Development,,,224,Safari,
JIRA-1500,Memory leak in background service,Bug found in payment module.,HIGH,Closed,API,,product@company.com,stg,,04/03/2024 22:57,2024-04-15 14:57:00,1 day,Safari,Win10
JIRA-1426,Export to CSV produces empty file,Bug found in dashboard module.,Medium,Working,user-dashboard,john.doe@company.com,qa.team@company.com,development,Requirements,05/05/2024 04:17,N/A,N/A,Safari,macOS
JIRA-1189,CSS broken on Safari browser,Bug found in db module.,LOW,Verified,Database,product@company.com,qa.team@company.com,production,,1718274840.0,N/A,0,,Windows 10
JIRA-1344,Mobile app crashes on startup,Bug found in api module.,CRITICAL,Open,EMAIL,UNKNOWN,UNKNOWN,Production,,02/06/2024 04:50,,N/A,chrome,Win10
JIRA-1297,Form validation bypassed on submit,Bug found in payment module.,CRITICAL,Re-opened,Notifications,,,staging,Maintenance,,,0,chrome,Mac
JIRA-2581,User permissions not applied correctly,Bug found in dashboard module.,High,TODO,payment-gateway,qa.team@company.com,dev.lead@company.com,UAT,Deployment,16-Mar-2024 16:33:00,Not Yet,33.1,IE,Linux
JIRA-1833,Export to CSV produces empty file,Bug found in dashboard module.,Blocker,Closed,Authentication,jane.smith@company.com,john.doe@company.com,production,Testing,,N/A,1 day,Chrome,Mac
JIRA-2936,CSS broken on Safari browser,Bug found in api module.,LOW,OPEN,Backend,UNKNOWN,product@company.com,QA,Maintenance,,,,chrome,Mac
JIRA-2006,Email notifications not being sent,Bug found in api module.,HIGH,In Progress,AUTH,jane.smith@company.com,product@company.com,Development,Dev,18-Nov-2024 21:44:00,,386,IE,
JIRA-2662,Payment gateway returns 500 error,Bug found in payment module.,LOW,CLOSED,payment-gateway,jane.smith@company.com,jane.smith@company.com,development,DESIGN,2024-06-22 01:31:00,07/12/2024,,chrome,macOS
JIRA-2246,Database timeout on user search,Bug found in api module.,Normal,Working,Notifications,,dev.lead@company.com,dev,,1724426760.0,,N/A,Safari,Win10
JIRA-1947,User permissions not applied correctly,Bug found in auth module.,High,Reopened,auth-service,john.doe@company.com,jane.smith@company.com,prod,DESIGN,01/10/2024 03:35,2024-02-07 13:35:00,0,,ubuntu
JIRA-2025,File upload fails for PDF files,Bug found in payment module.,LOW,RESOLVED,UI,john.doe@company.com,,prod,DESIGN,23-Dec-2024 04:54:00,,1 day,,ubuntu
JIRA-1234,UI overlapping on dashboard widgets,Bug found in db module.,P0,Done,Authentication,UNKNOWN,UNKNOWN,Development,Deployment,28-Aug-2024 10:16:00,N/A,N/A,chrome,Win10
JIRA-1469,Email notifications not being sent,Bug found in payment module.,CRITICAL,OPEN,user-dashboard,UNKNOWN,dev.lead@company.com,UAT,requirements,2024-03-03 02:03:00,Not Yet,-1,,Mac
JIRA-1666,Slow query on reports page,Bug found in auth module.,Minor,New,api-gateway,product@company.com,dev.lead@company.com,Staging,Development,08/24/2024 08:41,Not Yet,2 hours,IE,Mac
JIRA-2382,Form validation bypassed on submit,Bug found in db module.,,IN_PROGRESS,Dashboard,jane.smith@company.com,,Testing,Design,2024-05-12 07:27:00,06/12/2024,-1,IE,Linux
JIRA-1262,Database timeout on user search,Bug found in db module.,Trivial,Working,api-gateway,qa.team@company.com,jane.smith@company.com,prod,requirements,09/30/2024 19:46,,6.5,Firefox,ubuntu
JIRA-2936,CSS broken on Safari browser,Bug found in api module.,LOW,OPEN,Backend,UNKNOWN,product@company.com,QA,Maintenance,,,,chrome,Mac
JIRA-1730,Mobile app crashes on startup,Bug found in db module.,P3,REOPENED,Backend,UNKNOWN,qa.team@company.com,staging,QA,,07/22/2024,,Firefox,Win10
JIRA-2547,Mobile app crashes on startup,Bug found in db module.,,Fixed,Backend,,,Staging,Dev,,12/10/2024,N/A,Edge,
JIRA-1460,Payment gateway returns 500 error,Bug found in db module.,MEDIUM,Complete,notification-service,dev.lead@company.com,product@company.com,PROD,Development,2024-03-06 03:04:00,,,chrome,ubuntu
JIRA-2769,Session timeout too short,Bug found in api module.,P1,Closed,Backend,UNKNOWN,UNKNOWN,Staging,Requirements,1729328880.0,,463,,macOS
JIRA-2137,Payment gateway returns 500 error,Bug found in payment module.,P3,Open,EMAIL,,,prod,Maintenance,05/18/2024 21:06,,0,chrome,Android
JIRA-2959,Search results return wrong data,Bug found in dashboard module.,Critical,Verified,PAYMENT,,jane.smith@company.com,Testing,Design,09/16/2024 12:47,10/06/2024,,Safari,Linux
JIRA-2071,Email notifications not being sent,Bug found in db module.,P2,Working,notification-service,dev.lead@company.com,UNKNOWN,development,Maintenance,INVALID_DATE,2024-08-20 03:28:00,,Chrome,macOS
JIRA-1210,Login button not responding on mobile,Bug found in db module.,Blocker,CLOSED,Payment,,,Testing,Development,,09/25/2024,-1,Chrome,
JIRA-2006,Email notifications not being sent,Bug found in api module.,HIGH,In Progress,AUTH,jane.smith@company.com,product@company.com,Development,Dev,18-Nov-2024 21:44:00,,386,IE,
JIRA-2435,Session timeout too short,Bug found in auth module.,P3,IN_PROGRESS,PAYMENT,dev.lead@company.com,john.doe@company.com,Staging,Testing,,,0,Firefox,macOS
JIRA-2250,Mobile app crashes on startup,Bug found in db module.,Critical,Reopened,auth-service,,john.doe@company.com,prod,DESIGN,,,N/A,Chrome,macOS
JIRA-2097,Email notifications not being sent,Bug found in api module.,MEDIUM,Reopened,AUTH,,jane.smith@company.com,staging,requirements,,Not Yet,0,FIREFOX,Windows 10
JIRA-1646,Mobile app crashes on startup,Bug found in dashboard module.,Critical,Complete,Payment,jane.smith@company.com,qa.team@company.com,UAT,Testing,,Not Yet,0,Firefox,Mac
JIRA-2648,UI overlapping on dashboard widgets,Bug found in payment module.,P2,Working,DB,john.doe@company.com,,staging,Testing,02/01/2024 00:08,02/12/2024,0,FIREFOX,macOS
JIRA-2191,User permissions not applied correctly,Bug found in dashboard module.,HIGH,CLOSED,PAYMENT,,,Testing,Dev,2024-04-09 17:43:00,04/15/2024,,IE,macOS
JIRA-1843,Search results return wrong data,Bug found in payment module.,Low,CLOSED,payment-gateway,jane.smith@company.com,dev.lead@company.com,development,DESIGN,07/05/2024 17:36,2024-07-06 07:36:00,N/A,Firefox,macOS
JIRA-2214,Slow query on reports page,Bug found in auth module.,HIGH,InProgress,user-dashboard,,qa.team@company.com,production,QA,2024-10-06 06:08:00,N/A,14.8,,
JIRA-1814,User permissions not applied correctly,Bug found in api module.,P0,TODO,Payment,,qa.team@company.com,Testing,DESIGN,21-Jan-2024 21:53:00,02/14/2024,0,,Android
JIRA-1975,File upload fails for PDF files,Bug found in auth module.,Trivial,TODO,Backend,dev.lead@company.com,dev.lead@company.com,Staging,Testing,2024-03-24 11:56:00,2024-04-20 02:56:00,10.3,IE,Android
JIRA-2673,Export to CSV produces empty file,Bug found in auth module.,P3,Done,,qa.team@company.com,qa.team@company.com,STAGE,Development,1717939140.0,2024-07-01 14:49:00,0,Safari,
JIRA-2861,Payment gateway returns 500 error,Bug found in auth module.,MEDIUM,New,auth-service,,john.doe@company.com,production,DESIGN,,N/A,1 day,,Linux
JIRA-2455,Timezone conversion incorrect,Bug found in payment module.,P0,In Progress,auth-service,UNKNOWN,UNKNOWN,Staging,,2024-01-31 13:49:00,02/16/2024,2 hours,IE,macOS
JIRA-2447,UI overlapping on dashboard widgets,Bug found in auth module.,,Re-opened,,product@company.com,,Staging,requirements,1722918240.0,2024-08-18 17:54:00,4.4,Firefox,
JIRA-2493,Password reset link expired instantly,Bug found in payment module.,Minor,CLOSED,EMAIL,,jane.smith@company.com,stg,Maintenance,12/12/2024 20:25,12/21/2024,-1,Chrome,Android
JIRA-1767,Email notifications not being sent,Bug found in api module.,P3,RESOLVED,Backend,jane.smith@company.com,,staging,Maintenance,2024-12-05 22:30:00,,,chrome,Android
JIRA-2849,Timezone conversion incorrect,Bug found in api module.,P1,In Progress,Notifications,,UNKNOWN,DEV,requirements,05-Aug-2024 10:18:00,2024-08-18 09:18:00,2 hours,FIREFOX,
JIRA-1199,Export to CSV produces empty file,Bug found in db module.,Critical,TODO,,jane.smith@company.com,dev.lead@company.com,Testing,,INVALID_DATE,05/14/2024,2 hours,,ubuntu
JIRA-2205,Session timeout too short,Bug found in db module.,Medium,,Payment,product@company.com,,development,Requirements,,Not Yet,2 hours,Safari,iOS
JIRA-1845,UI overlapping on dashboard widgets,Bug found in db module.,P1,In Progress,Payment,product@company.com,john.doe@company.com,Development,Requirements,,N/A,-1,,iOS
JIRA-2424,CSS broken on Safari browser,Bug found in db module.,Normal,Open,DB,qa.team@company.com,,Testing,Deployment,2024-08-18 14:23:00,2024-08-30 14:23:00,N/A,,iOS
JIRA-2094,CSS broken on Safari browser,Bug found in dashboard module.,P1,CLOSED,Dashboard,product@company.com,,development,QA,1706193540.0,,95,,macOS
JIRA-2890,User permissions not applied correctly,Bug found in payment module.,HIGH,,notification-service,jane.smith@company.com,,Testing,requirements,02/28/2024 11:15,2024-03-18 20:15:00,-1,Chrome,Android
JIRA-1453,Memory leak in background service,Bug found in db module.,Low,Done,auth-service,jane.smith@company.com,,UAT,Design,07/09/2024 12:27,N/A,1 day,chrome,ubuntu
JIRA-1275,Payment gateway returns 500 error,Bug found in api module.,P1,Done,api-gateway,jane.smith@company.com,john.doe@company.com,development,DESIGN,,Not Yet,337,FIREFOX,Linux
JIRA-1522,API rate limiter not working,Bug found in payment module.,Normal,Working,user-dashboard,UNKNOWN,dev.lead@company.com,stg,Dev,,11/14/2024,-1,FIREFOX,Windows 10
JIRA-2915,Export to CSV produces empty file,Bug found in api module.,MEDIUM,,notification-service,,dev.lead@company.com,Development,Design,2024-08-21 09:02:00,09/03/2024,121,,Windows 10
JIRA-2755,CSS broken on Safari browser,Bug found in payment module.,Blocker,Fixed,payment-gateway,UNKNOWN,qa.team@company.com,STAGE,QA,,07/07/2024,N/A,IE,Linux
JIRA-2212,Database timeout on user search,Bug found in db module.,,InProgress,user-dashboard,jane.smith@company.com,john.doe@company.com,dev,Design,2024-03-09 10:16:00,N/A,2 hours,FIREFOX,macOS
JIRA-1418,Login button not responding on mobile,Bug found in dashboard module.,Medium,Complete,EMAIL,UNKNOWN,,Testing,QA,04-Nov-2024 15:33:00,11/19/2024,1 day,chrome,Android
JIRA-1545,CSS broken on Safari browser,Bug found in payment module.,Minor,New,Payment,jane.smith@company.com,,Production,QA,07/11/2024 21:33,07/31/2024,-1,Edge,Mac
JIRA-1062,Payment gateway returns 500 error,Bug found in db module.,P2,IN_PROGRESS,Payment,,john.doe@company.com,prod,Requirements,11-Sep-2024 03:31:00,,191,Chrome,Mac
JIRA-1104,CSS broken on Safari browser,Bug found in db module.,Major,Re-opened,api-gateway,dev.lead@company.com,product@company.com,DEV,QA,1719566460.0,2024-07-09 05:51:00,1 day,,Mac
JIRA-1808,Login button not responding on mobile,Bug found in payment module.,CRITICAL,TODO,EMAIL,qa.team@company.com,jane.smith@company.com,PROD,requirements,INVALID_DATE,02/10/2024,-1,Edge,macOS
JIRA-2567,Memory leak in background service,Bug found in api module.,P3,CLOSED,DB,UNKNOWN,product@company.com,Development,Requirements,03-Jun-2024 10:26:00,N/A,,IE,Android
JIRA-1474,Password reset link expired instantly,Bug found in db module.,LOW,In Progress,Backend,dev.lead@company.com,qa.team@company.com,QA,Requirements,02/09/2024 20:43,N/A,,FIREFOX,Android
JIRA-2637,CSS broken on Safari browser,Bug found in dashboard module.,P0,OPEN,Dashboard,,dev.lead@company.com,PROD,requirements,03-Sep-2024 20:15:00,,-1,IE,
JIRA-1326,Slow query on reports page,Bug found in auth module.,High,Working,PAYMENT,,,prod,Design,11-Feb-2024 15:48:00,N/A,233,,Linux
JIRA-2251,CSS broken on Safari browser,Bug found in auth module.,Minor,Done,DB,,qa.team@company.com,,Maintenance,,,2 hours,IE,Mac
JIRA-1007,Slow query on reports page,Bug found in api module.,Medium,Closed,Payment,UNKNOWN,qa.team@company.com,STAGE,Requirements,,2024-04-27 19:25:00,N/A,Firefox,ubuntu
JIRA-1898,API rate limiter not working,Bug found in db module.,CRITICAL,RESOLVED,,jane.smith@company.com,product@company.com,UAT,Dev,INVALID_DATE,05/23/2024,2 hours,IE,
JIRA-2198,Slow query on reports page,Bug found in payment module.,CRITICAL,In Progress,notification-service,,john.doe@company.com,Testing,requirements,,10/12/2024,,IE,Android
JIRA-2177,Email notifications not being sent,Bug found in dashboard module.,Critical,RESOLVED,UI,,UNKNOWN,UAT,requirements,1724259540.0,N/A,,Firefox,ubuntu
JIRA-2082,Search results return wrong data,Bug found in api module.,,Open,API,qa.team@company.com,jane.smith@company.com,DEV,QA,1721066820.0,N/A,421,,iOS
JIRA-1388,Payment gateway returns 500 error,Bug found in auth module.,P2,Verified,API,john.doe@company.com,UNKNOWN,Staging,QA,,N/A,32.9,Chrome,Mac
JIRA-1229,File upload fails for PDF files,Bug found in api module.,P0,Complete,EMAIL,dev.lead@company.com,jane.smith@company.com,Testing,requirements,08/29/2024 05:06,2024-09-26 07:06:00,0,,Mac
JIRA-2720,Email notifications not being sent,Bug found in api module.,P1,RESOLVED,notification-service,product@company.com,dev.lead@company.com,staging,QA,INVALID_DATE,2024-09-30 10:25:00,0,Edge,Mac
JIRA-1868,Session timeout too short,Bug found in payment module.,Major,REOPENED,Dashboard,UNKNOWN,qa.team@company.com,QA,Development,06/05/2024 13:49,N/A,2 hours,FIREFOX,
JIRA-1561,Mobile app crashes on startup,Bug found in auth module.,Blocker,CLOSED,payment-gateway,qa.team@company.com,UNKNOWN,staging,Requirements,2024-10-06 02:39:00,,0,chrome,Linux
JIRA-1635,Mobile app crashes on startup,Bug found in api module.,Major,Resolved,EMAIL,dev.lead@company.com,john.doe@company.com,Testing,QA,,2024-02-27 11:25:00,2 hours,FIREFOX,Win10
JIRA-2127,Password reset link expired instantly,Bug found in dashboard module.,Normal,Verified,UI,,UNKNOWN,stg,Requirements,1706316360.0,2024-02-13 10:16:00,0,chrome,Android
JIRA-1287,File upload fails for PDF files,Bug found in payment module.,HIGH,Done,,,UNKNOWN,Production,requirements,1710262560.0,,476,Edge,
JIRA-2014,Slow query on reports page,Bug found in db module.,Major,Re-opened,UI,jane.smith@company.com,,,Testing,,N/A,4.2,Chrome,ubuntu
JIRA-2868,Payment gateway returns 500 error,Bug found in db module.,MEDIUM,TODO,database,jane.smith@company.com,jane.smith@company.com,Development,Design,2024-08-11 07:15:00,2024-08-16 21:15:00,,FIREFOX,Win10
JIRA-2844,Export to CSV produces empty file,Bug found in auth module.,Trivial,IN_PROGRESS,UI,,product@company.com,Staging,Dev,,03/15/2024,,Firefox,iOS
JIRA-2378,Mobile app crashes on startup,Bug found in db module.,High,InProgress,API,qa.team@company.com,,Staging,Development,,,2 hours,Safari,iOS
JIRA-2470,Export to CSV produces empty file,Bug found in dashboard module.,Medium,In Progress,Backend,dev.lead@company.com,jane.smith@company.com,stg,Development,03/14/2024 20:21,04/08/2024,0,Firefox,Android
JIRA-1710,API rate limiter not working,Bug found in auth module.,P1,Working,API,UNKNOWN,jane.smith@company.com,Development,Requirements,1721872320.0,N/A,181,IE,iOS
